Date,DB하이텍,KEC,SFA반도체,SK하이닉스,광전자,네패스,다믈멀티미디어,덕산하이메탈,동운아나텍,라닉스,럭스피아,루멘스,미코,바른전자,비보존 헬스케어,서울반도체,시그네틱스,신성이엔지,실리콘웍스,써니전자,아나패스,아이앤씨,아이케이세미콘,아진엑스텍,알에프세미,알파홀딩스,앤씨앤,어보브반도체,에스엘바이오닉스,에이디테크놀로지,에이티세미콘,엔시트론,엘디티,엘비세미콘,오디텍,우리이앤엘,윈팩,유양디앤유,이미지스,일진디스플,제주반도체,지니틱스,지스마트글로벌,코아시아,큐에스아이,크로바하이텍,클라우드에어,테라셈,텔레칩스,티엘아이,파커스,피델릭스,하나마이크론,하나머티리얼즈,한양디지텍,현대에너지솔루션
2020-06-15,27000,731,4600,82000,1710,26700,2580,6680,4452,6750,992,1645,8030,1005,1680,12850,685,1115,36200,3180,18950,4760,7400,4029,3670,4700,2345,7690,772,25600,515,1720,2295,7710,3880,874,1510,2440,3120,2614,2660,2320,620,8300,16000,2485,1680,3950,7470,5940,2215,1675,4380,16000,4860,23000
2020-06-16,28050,766,4885,85400,1835,27950,2775,6960,4746,7110,855,1710,8370,1005,1790,13500,710,1205,37700,3295,20150,4960,7380,4211,3900,4795,2520,7960,819,26800,520,1740,2365,8100,4295,914,1565,2440,3145,2755,2795,2430,620,8790,17150,2485,1765,4250,7760,5880,2285,1810,4625,17200,5040,23850
2020-06-17,27950,757,4935,86800,1800,28250,2760,6950,4920,7050,982,1720,8150,1005,1860,13900,698,1150,38000,3215,20550,4895,7600,4197,3840,4570,2870,7840,822,26800,517,1725,2380,7970,4265,911,1605,2440,3145,2732,2790,2370,620,8550,17400,2485,1740,4115,7850,6000,2285,1810,4685,17600,5500,26100
2020-06-18,27900,773,4940,86200,1855,28400,2750,6900,5324,7070,982,1680,8080,1005,1885,13700,670,1155,38200,3175,20750,4930,8470,4137,3865,4425,2685,7890,818,27250,515,1665,2380,7990,4210,905,1580,2440,3175,2736,2805,2415,620,8300,17750,2485,1735,4115,7830,6030,2350,1800,4710,18700,5640,25300
2020-06-19,29200,841,5000,85400,1845,28550,2725,6900,5508,7090,1035,1700,9070,1005,1920,14150,685,1220,37200,3220,20750,4960,7200,4123,3935,4725,2555,8000,831,27850,513,1620,2380,8420,4180,915,1590,2440,3340,2722,2815,2415,620,8900,18600,2485,1730,4165,7900,6030,2330,1875,4785,19550,5800,26600
2020-06-22,28850,830,4975,84900,1830,28300,2715,6740,5288,7050,1010,1675,9580,1005,1860,14050,677,1380,37500,3250,20200,4900,7200,4251,3935,4570,2515,7880,828,26900,503,1700,2355,8180,4220,910,1580,2440,3280,2741,2830,2425,620,8660,17750,2485,1715,4350,7810,5990,2550,1890,4845,20700,5720,27200
2020-06-23,28450,818,4925,84100,1830,28550,2675,6790,5150,7510,1010,1655,9560,1005,1900,13900,690,1345,38050,3190,20000,4735,7190,4285,3970,4445,2580,7770,817,26400,510,1640,2465,8300,4170,897,1580,2440,3230,2671,2835,2415,620,9170,18000,2485,1655,4585,7850,5940,2705,1815,4750,20850,5660,27200
2020-06-24,29500,828,4970,86000,1830,29000,2675,6970,5205,7750,1010,1705,9900,1005,1875,14000,708,1425,38450,3210,20250,5090,7190,4258,5160,4580,2555,8100,812,28100,503,1610,2480,8550,4110,907,1610,2440,3055,2835,2830,2665,620,9240,17650,2485,1690,4935,7950,5970,2670,1810,4860,21350,5950,26850
2020-06-25,28300,819,4810,84300,1705,28200,2705,6780,4985,7580,998,1725,9660,1005,1860,13700,692,1335,37750,3135,19900,4850,7190,4177,4735,4470,2440,7890,794,27200,490,1550,2450,8210,4070,885,1530,2440,3080,2769,2765,2890,620,9600,17700,2485,1680,4700,7830,5910,2550,1805,4655,20300,5850,26250
2020-06-26,28850,825,4860,84600,1725,28250,2710,6850,5067,8220,984,1680,9570,1005,1850,13800,689,1330,37900,3105,19650,4880,7190,4211,5130,4450,2435,7920,792,26900,501,1530,2450,8120,4090,892,1535,2440,3010,2774,2760,2840,620,9310,17750,2485,1645,3650,7830,5930,2490,1870,4660,20200,5770,28300
2020-06-29,28750,793,4710,83600,1695,27850,2650,6750,4957,8330,1090,1635,9190,1005,1875,13400,648,1290,37050,2995,19100,4615,6990,4116,4850,4300,2390,7870,766,26050,490,1480,2380,7980,3950,877,1505,2440,2925,2652,2685,2755,620,9020,17900,2485,1525,3000,7620,5980,2530,1870,4490,20550,5650,27100
2020-06-30,28850,805,5010,85100,1735,28700,2725,6780,4994,8120,1080,1665,9220,1005,1950,13450,660,1325,38600,2985,19250,4665,7000,4103,4650,4265,2370,8330,774,26800,493,1400,2395,8100,4000,884,1540,2440,2930,2671,2720,2755,620,9120,17350,2485,1490,2615,7580,6000,2480,1890,4610,20650,5660,27750
2020-07-01,28500,820,4915,85300,1735,28000,2870,6740,4847,7750,994,1660,9690,1005,1975,13700,653,1315,40550,3025,19150,4490,7920,4110,4505,4210,2350,8730,774,26300,491,1345,2400,7990,5200,890,1520,2440,2950,2671,2705,2715,620,9100,17400,2485,1415,2770,7600,5750,2585,1885,4600,20500,5500,25950
2020-07-02,28650,814,4980,84400,1740,28300,2810,6750,4893,8110,1120,1665,9560,1005,1895,13850,675,1300,40700,3230,19050,4505,8930,4103,4600,4220,2445,8780,775,26100,491,1340,2440,8150,5140,900,1550,2440,3090,2717,2760,2785,620,9130,18100,2485,1460,2840,7730,5800,2680,1940,4625,20600,5540,26250
2020-07-03,28600,820,4985,85400,1735,28650,2960,6950,5076,7930,955,1675,9960,1005,1875,14000,679,1300,42200,3310,19250,4435,8830,4110,4705,4245,2430,8660,820,25400,490,1310,2475,8710,5150,893,1545,2440,3100,2675,2790,2750,620,9260,18100,2485,1465,2760,7740,5720,2635,1910,4630,20200,5560,25600
2020-07-06,30400,854,5170,86000,1815,29150,2885,6930,5113,8040,955,1730,10150,1005,1885,14100,751,1310,45450,3295,19950,4560,8390,4116,6110,4330,2590,8900,812,26700,480,1410,2490,9140,5060,894,1685,2440,3050,2657,2850,2800,620,9300,18000,2485,1500,2640,8050,5840,2665,2020,4835,21250,5620,25900
2020-07-07,29400,833,5040,84800,1800,28800,2850,6840,5141,7910,1060,1710,9990,1005,1905,13950,740,1315,44850,3315,19800,4440,9450,4150,5920,4300,2560,8600,816,25850,485,1375,2500,8670,4910,891,1635,2440,3380,2638,2800,2730,620,9210,17700,2485,1570,1940,8000,5850,2610,1970,4760,22850,5570,25450
2020-07-08,29200,865,5010,83700,1790,29100,2870,7100,5049,7940,915,1680,10650,1005,1875,14300,753,1305,44600,3400,20150,4360,9890,4143,5740,4265,2635,8720,765,26000,482,1385,2515,8560,4745,889,1625,2440,3695,2605,2800,2755,620,9260,17700,2485,1530,2080,7970,6340,2660,1915,4795,24650,5570,25350
2020-07-09,29100,849,5070,83000,1790,29600,2860,7560,5187,8050,940,1695,10650,1005,1840,14400,743,1400,44750,3415,21500,4430,10750,4130,5600,4280,2640,8930,807,27950,484,1375,2515,8620,4740,894,1625,2440,3695,2624,2885,2860,620,9360,17700,2485,1505,2665,8210,6190,2600,1915,4805,25000,5840,27800
2020-07-10,30450,837,5000,82800,1760,29750,2995,7500,4939,7950,857,1670,10950,1005,1825,14200,749,1375,43750,4080,20900,4400,11800,4049,5620,4220,2750,9000,803,27650,483,1345,2535,8460,4620,885,1625,2440,3930,2596,2865,2855,620,9310,17350,2485,1520,2530,8030,6000,2535,1840,4800,24500,5800,26650
2020-07-13,30500,844,5100,83000,1795,29600,3030,7440,4838,8350,985,1675,11700,1005,1840,14050,744,1465,45400,3995,20950,4320,10050,4143,5780,4170,2875,9020,803,28100,479,1390,2545,8540,4705,884,1650,2440,3720,2647,2850,2835,620,9310,17200,2485,1580,2415,8030,6200,2530,1845,4890,24600,5710,27800
2020-07-14,30750,835,5020,82900,1780,29100,3015,7150,4737,8470,1130,1670,11150,1005,1870,13900,728,1335,46650,4175,20450,4195,10000,4137,5540,4495,2970,9000,800,28050,479,1345,2530,8790,4730,897,1660,2440,3805,2652,2810,2860,620,9280,16550,2485,1570,2375,8060,6200,2445,1850,4820,23950,5710,25750
2020-07-15,31850,850,5350,83000,1805,29300,3170,7570,4838,8340,1130,1685,10600,1005,1860,14600,738,1305,46700,4315,20750,4320,10000,4365,5580,4380,3050,10550,817,28300,479,1335,2525,8670,4725,895,1670,2440,3815,2736,2865,2865,620,9150,16650,2485,1555,2690,8370,6200,2580,1885,5110,23200,5750,27300
2020-07-16,30900,854,5150,82700,1810,28950,3100,7380,4874,8220,1115,1685,10600,1005,1830,14350,730,1305,44900,4260,21650,4185,9960,4386,5640,4235,3065,10100,824,27350,480,1325,2500,8600,4660,899,1640,2440,3825,2792,2885,3020,620,9620,16300,2485,1530,2645,8280,6000,2640,1805,5000,22300,5790,30350
2020-07-17,31350,856,5210,82900,1845,31500,3100,7620,5177,8230,1255,1690,12800,1005,1835,14350,735,1315,47100,4165,22000,4335,11100,4365,5830,4285,3020,10050,837,29850,478,1405,2510,8970,4710,891,1670,2440,3780,2774,2930,2965,620,10000,16250,2485,1555,2650,8220,6590,2800,1820,5060,23000,5830,29950
2020-07-20,31350,842,5550,82200,1845,31500,2980,7970,5058,8180,1390,1675,12950,1005,1805,14300,727,1335,46850,4000,21700,4725,12500,4554,5760,4255,3270,10150,885,29800,480,1405,2550,8890,4710,889,1740,2440,3680,2797,2925,2950,620,10250,16000,2485,1525,2750,8180,7300,2745,1800,5340,23250,5710,30250
2020-07-21,30900,861,5610,84100,1840,31000,3005,8050,5086,8100,1450,1735,13900,1005,1820,14700,741,1415,46750,3975,21400,4795,12400,4520,5850,4380,3030,10650,885,29900,486,1390,2550,8790,4730,880,1860,2440,3585,2886,2985,2920,620,9940,16250,2485,1535,2740,8750,7320,2695,1785,5340,24450,5730,33750
2020-07-22,30400,842,5590,83200,1860,31100,2995,7950,5086,8020,1540,1725,13650,1005,1775,14600,742,1520,45550,3920,21650,4855,12400,4527,5540,4390,2935,10800,900,29000,485,1370,2550,8780,4685,875,1870,2440,3345,2942,2935,2895,620,10550,16100,2485,1505,2670,8560,7880,2720,1790,5340,25850,5680,32800
2020-07-23,30750,828,5600,82400,1840,31200,3000,7770,5049,7900,1315,1725,13350,1005,1750,14550,725,1435,45950,3790,21100,4745,10550,4453,5140,4380,2830,10350,885,29350,480,1360,2520,8650,4730,868,1810,2440,3005,2844,2885,2870,620,10850,16050,2485,1480,2655,8380,7380,2665,1805,5190,25650,5600,33000
2020-07-24,30150,820,5490,83700,1805,30300,2975,7760,4856,7780,1340,1690,14050,1005,1745,14500,705,1420,44250,3810,20500,4710,10550,4446,4835,4580,2750,9820,885,29000,529,1305,2500,8650,4735,865,1775,2440,3010,2792,2890,2755,620,10100,15200,2485,1480,2600,8160,7470,2705,1750,5140,24950,5460,30950
2020-07-27,31050,835,6070,82800,2345,32550,2900,7650,4783,7780,1480,1700,15750,1005,1725,14800,724,1410,44900,3800,20400,4700,10550,4480,4955,4830,2860,10250,870,30850,535,1330,2495,9100,4790,864,1845,2440,3100,2802,2910,2980,620,10300,14950,2485,1460,2480,8130,7490,2690,1760,5400,24750,5500,31000
2020-07-28,33300,834,6150,83100,2460,33000,2890,7890,4847,7720,1490,1725,16200,1005,1765,15900,713,1415,47700,3755,20650,4615,9040,4574,5000,4750,2890,10300,880,33300,534,1310,2525,8960,4735,872,1840,2440,3100,2839,2950,3005,620,10550,15650,2485,1455,2570,8200,7510,2645,1465,5610,24750,5930,29500
2020-07-29,33450,823,6210,83200,2470,33150,2895,7810,4929,7620,1305,1710,17400,1005,1740,16250,721,1430,49600,3725,20700,4570,7690,4655,4945,4940,3020,10000,894,32700,532,1310,2525,9480,4630,854,1980,2440,3165,2816,2970,2945,620,10450,15850,2485,1435,2585,8510,7620,2680,1470,5510,24900,6180,30500
2020-07-30,35150,825,6180,85300,2575,34950,2900,7930,4929,7780,1320,1910,18300,1005,1715,17300,745,1390,48500,3635,22550,4650,8840,4729,5030,4915,3020,10400,868,33700,551,1330,2525,9120,4785,855,2075,2440,3255,2877,3155,2965,620,10700,16200,2485,1420,2535,8400,7630,2660,1445,5360,26150,5900,31450
2020-07-31,34100,821,6120,82800,2535,34250,2875,7950,4865,7650,1435,1915,16700,1005,1655,17750,717,1375,48000,3595,21650,4530,7520,4688,4990,4810,3000,10500,859,32800,552,1310,2530,9440,4730,855,1985,2440,3145,3242,3020,2945,620,11250,16800,2485,1410,2415,8510,7700,2620,1420,5510,25450,5820,31350
2020-08-03,34900,811,6170,81800,2530,34650,2825,8180,4755,7730,1335,1895,17050,1005,1590,17900,706,1430,47900,3620,21800,4360,6500,4762,4900,4595,2940,11300,841,32900,550,1285,2510,10150,4745,849,1930,2440,3160,3050,3055,2940,620,11200,17000,2485,1450,2280,8700,7710,2680,1400,5520,26750,5760,31100
2020-08-04,35200,818,6010,81600,2480,34400,2840,8190,4783,7810,1355,1900,17150,1005,1620,17350,723,1455,47450,3680,21950,4360,7410,4762,5080,4685,3120,11100,894,33850,572,1250,2470,10350,4875,848,1980,2440,3115,3102,3000,2950,620,12450,16900,2485,1435,2280,8460,7330,2600,1410,5420,27750,5980,32600
2020-08-05,34300,813,6070,80700,2475,34700,2830,8520,4893,7790,1400,1875,17450,1005,1585,18150,715,1405,48200,3610,22800,4595,6350,4742,5150,4615,2980,11200,872,34400,601,1240,2455,11150,4960,832,1900,2440,3065,3022,3010,2865,620,11950,16600,2485,1450,2370,8430,7250,2575,1415,5770,27750,5830,34800
2020-08-06,34200,812,5900,81100,2310,32900,2825,8420,5343,7720,1330,1895,16350,1005,1605,17700,707,1415,47700,3605,22500,4535,7120,4749,5110,5030,2980,11100,903,34000,586,1270,2470,10900,4900,840,1870,2440,2985,3022,3060,2855,620,11800,16050,2485,1430,2360,8310,7260,2570,1425,7250,27150,5880,34000
2020-08-07,33750,808,5950,80600,2310,33450,2805,8280,5076,7860,1335,1855,16650,1005,1565,17500,704,1355,47000,3610,22300,4625,7610,4762,5120,4770,2890,11500,905,33000,586,1265,2455,10850,4855,840,1865,2440,3100,2947,3035,2820,620,11350,16050,2485,1415,2300,8210,7750,2570,1415,7300,26000,5840,35400
2020-08-10,34100,812,5900,81400,2325,34350,2795,8230,5141,7890,1445,1825,16550,1005,1505,17350,698,1365,46550,3530,21850,4590,7610,4870,5060,4610,2850,11800,879,33050,589,1290,2470,10250,4880,850,1875,2440,3135,2970,3010,2840,620,11550,15550,2485,1385,2325,8350,8090,2565,1405,7540,26050,6040,35850
2020-08-11,33550,805,5870,81300,2280,33600,2750,8310,5040,7820,1330,1795,16150,1005,1615,17200,693,1340,45300,3535,21750,4565,6500,4904,5130,4630,2900,11700,885,32250,589,1240,2455,10050,4910,847,1820,2440,3080,2985,3005,2820,620,11500,15850,2485,1320,2240,8330,7770,2560,1405,7050,23800,6180,34350
2020-08-12,34700,805,5720,81000,2295,32450,2740,8060,4856,7700,1330,1770,16250,1005,1560,17400,681,1285,45150,3440,22700,4485,5530,4904,5300,4510,2865,11100,854,31300,570,1135,2480,9970,4835,840,1785,2440,2930,2900,2945,2755,620,11100,16200,2485,1265,2135,8150,7600,2600,1380,6980,23450,6150,34050
2020-08-13,36900,851,6060,80700,2380,32550,2825,8210,4939,7980,1330,1790,15850,1005,1545,17000,686,1295,44550,3625,22200,4805,5940,5280,5280,4470,2985,10900,900,31350,546,1160,2545,9970,4980,841,1675,2440,3000,2900,2990,2765,620,10800,16150,2485,1280,2150,8740,7840,2610,1410,7010,22850,6210,33850
2020-08-14,36900,824,5750,80200,2225,31550,2830,8080,4865,7880,1525,1720,15050,1005,1515,16850,686,1245,43200,3850,21700,5030,6650,5314,5260,4440,2910,10850,921,30050,568,1200,2540,9610,4830,830,1680,2440,3050,2867,3045,2650,620,10300,15850,2485,1270,2070,8150,8000,2580,1395,6830,22600,6400,31500
2020-08-18,34500,767,5360,78100,2045,30000,2585,7270,4411,7170,1445,1650,14350,1005,1380,16200,637,1190,41300,3590,20300,4940,6650,5119,4770,4120,2660,9760,864,28500,560,1115,2480,9050,4355,839,1635,2440,2740,2628,2970,2400,620,9760,15350,2485,1065,1780,7500,9110,2350,1280,6450,21450,5820,28700
2020-08-19,38600,787,5400,75000,2075,30700,2620,7590,4397,7110,1520,1670,15200,1005,1410,16750,645,1115,42400,3720,21200,5340,6650,5220,4815,4185,2700,10100,858,28700,728,1150,2530,9380,4420,887,1610,2440,2880,2642,3045,2465,620,10050,15050,2485,1065,1950,7580,9190,2450,1315,6420,22000,6020,28950
2020-08-20,36600,747,4980,71800,2085,28800,2545,7200,4025,6600,1495,1560,14200,1005,1305,15550,610,1160,42500,3785,20550,5410,6650,5038,4445,4380,2515,9550,793,26850,705,1085,2390,8650,4055,851,1525,2440,2710,2511,2860,2230,620,9500,14450,2485,1065,1850,7090,8640,2290,1255,5910,20550,5580,26900
2020-08-21,35750,752,4935,74500,2010,28600,2500,7220,4232,6870,1485,1550,13950,1005,1360,15550,624,1375,45300,3840,20150,5560,6650,5018,4530,4465,2515,9750,798,26650,706,1115,2425,8710,4140,852,1540,2440,2700,2591,2890,2180,620,9470,14000,2485,1075,1930,7120,8590,2290,1300,6050,21200,5350,27300
2020-08-24,36250,750,4880,75500,1970,29100,2495,7180,4259,6900,1330,1545,14250,1005,1335,16400,623,1390,47100,3815,20000,5120,6900,4897,4525,4420,2490,9790,800,26700,736,1100,2485,8840,4165,855,1525,2440,2685,2694,2895,2305,620,9400,14000,2485,1130,1980,7160,8200,2335,1305,6110,21400,5180,28100
2020-08-25,36100,770,5040,77000,2060,30050,2585,7280,4337,7240,1250,1600,14450,1005,1435,16750,647,1445,47900,3815,20150,5160,6900,5025,4715,4610,2900,10150,802,27350,770,1220,2495,9330,4310,927,1570,2440,2685,2717,2970,2420,620,9770,14250,2485,1205,1970,7470,8200,2490,1330,6640,22750,5380,29300
2020-08-26,35550,765,5000,78800,2045,29450,2640,7280,4269,7100,1255,1575,15100,1005,1620,16250,643,1615,46300,3830,20700,5170,6900,4951,4775,4595,2915,9840,804,27850,744,1225,2485,9250,4290,995,1550,2440,2660,2788,2940,2445,620,9560,13950,2485,1195,1930,7570,7980,2515,1345,6490,23300,5300,28700
2020-08-27,35050,754,4885,79100,2005,28700,2800,7150,4172,6950,1300,1625,14450,1005,1550,16550,635,1650,45450,4000,20100,4950,7290,4796,4610,4795,2825,9560,804,26750,755,1235,2445,8960,4270,912,1530,2440,2690,2952,2855,2395,620,9460,14000,2485,1170,1850,7400,7890,2605,1315,6190,22700,5250,27800
2020-08-28,35550,806,4895,77800,2040,29050,2790,7160,4090,6950,1245,1620,14450,1005,1505,16250,636,1515,46150,3965,20250,5030,6200,4856,4655,4900,2850,9590,783,26750,838,1245,2445,9310,4310,913,1545,2440,2900,2825,2850,2535,620,9460,14250,2485,1200,1890,7510,7700,2905,1320,6380,22500,5350,27750
2020-08-31,35550,1045,4990,75100,2060,29250,2840,7240,4113,7010,1235,1605,14650,1005,1550,16300,645,1550,45100,4130,20500,4890,5270,5274,4675,4765,3070,9840,824,26550,1035,1260,2440,9590,4415,910,1575,2440,2980,2905,2910,2660,620,9500,14000,2485,1200,1925,7600,7490,2860,1295,6510,21950,5280,28850
2020-09-01,34850,1355,5210,75200,2130,29500,2800,7300,4223,7100,1220,1650,14800,1005,1530,18100,641,1535,46400,4055,20450,5090,5970,5765,4755,4700,3120,10300,797,27950,1025,1230,2430,9500,4505,916,1615,2440,2920,3102,2980,2650,620,9540,14000,2485,1210,1840,7600,7570,2800,1290,6440,22900,5320,28600
2020-09-02,35150,1440,5210,75500,2130,30150,2805,7330,4314,7140,1300,1655,15550,1005,1500,18200,650,1490,50400,4095,21150,5120,5080,5886,4790,4720,3065,10300,796,28050,973,1200,2440,9690,4520,971,1645,2440,2835,3148,3040,2625,620,10000,14600,2485,1255,1800,8010,7610,2875,1300,6950,23100,5450,28800
2020-09-03,35850,1385,5310,78700,2220,30950,2865,7450,4379,7210,1440,1710,15950,1005,1520,18300,683,1555,50100,3975,21950,5030,5300,6135,4760,4795,3215,10400,803,28800,927,1175,2440,9810,4560,984,1670,2440,3010,3373,3015,2680,620,10200,14550,2485,1255,1800,7980,7550,2820,1305,7240,23900,5550,31700
2020-09-04,34700,1245,5160,78700,2125,30150,2885,7430,4250,7070,1440,1685,16950,1005,1490,18100,665,2020,48150,4065,25000,5000,5240,6269,4730,4615,3125,10050,792,27950,900,1130,2380,9440,4540,984,1630,2440,2950,3256,2940,2595,620,9870,14350,2485,1220,1825,7790,7340,2800,1275,7080,22450,5480,41200
2020-09-07,37200,1320,5170,78400,2185,30550,2915,7510,4347,7340,1400,1675,19600,1005,1520,18950,685,2395,48150,4150,26800,5250,4460,6141,4785,4590,3200,10450,782,28500,905,1140,2435,9280,4710,1015,1640,2440,2840,3280,3020,2620,620,9880,14150,2485,1295,1815,7860,7220,3005,1360,7440,22150,5560,40100
2020-09-08,37050,1240,5400,79400,2185,32300,2875,7570,4406,7300,1400,1710,18600,1005,1500,18500,722,2285,48050,4020,26300,5130,4460,6182,5160,4900,3200,11000,775,29450,965,1125,2420,10150,4640,998,1660,2440,2745,3556,3015,2655,620,10450,14550,2485,1305,1750,7890,7160,2875,1360,8120,23150,5590,37950
2020-09-09,37150,1155,5290,77300,2230,32700,2865,7450,4893,7160,1600,1715,19350,1005,1500,18750,708,2365,46300,3995,28350,5360,4590,6229,5020,5050,3325,10950,770,29050,1005,1120,2410,10050,4610,989,1635,2440,2800,3580,3050,2620,620,10400,14500,2485,1270,1750,7870,7240,2815,1370,7720,22400,5660,39000
2020-09-10,37300,1200,5640,76600,2265,33850,2900,7500,4911,7530,1600,1810,19700,1005,1480,18650,720,2470,48250,4000,27250,5800,5090,6269,5090,5380,4120,11100,806,29600,1000,1170,2425,10950,4670,1005,1665,2440,2830,3500,3050,2705,620,10300,15250,2485,1325,1675,10200,7370,2900,1375,9070,23950,5870,39500
2020-09-11,39000,1210,5560,78400,2305,33750,2920,7640,5232,7430,1595,1860,18700,1005,1465,18250,720,2390,48550,4110,27900,5630,5100,6310,5020,5210,3830,11400,854,28900,939,1120,2425,10950,4710,1025,1665,2440,2970,3622,3075,2700,620,10050,15200,2485,1300,1680,9780,7400,2910,1390,9340,25200,5870,38000
2020-09-14,38850,1295,5630,80000,2305,34900,2930,7680,5646,8850,1400,1825,18850,1005,1490,18700,740,2295,48100,4075,27150,5620,5190,6270,5300,5220,4000,11700,923,28000,926,1155,2445,11000,4745,1035,1685,2440,2985,3528,3300,2705,620,9750,15600,2485,1310,1665,10250,7680,2920,1355,9270,25200,5870,37800
2020-09-15,38150,1285,5560,81900,2415,34300,2935,7600,5994,8470,1420,1825,18300,1005,1495,18900,737,2215,47950,4020,27150,5480,5310,6670,5260,5160,3980,11100,901,28300,920,1140,2430,10900,4745,1030,1725,2440,3100,3603,4290,2715,620,9820,17200,2485,1320,1605,10400,7550,2910,1760,9030,24500,5880,35600
2020-09-16,37600,1295,5420,81500,2295,33150,2875,7570,6114,8440,1595,1800,18350,1005,1565,18250,725,2340,47250,4010,27350,5420,5400,6600,5240,5070,4100,10800,890,28000,922,1130,2440,10650,4690,1020,1705,2440,3095,3781,4200,2665,620,9700,17100,2485,1350,1510,10650,7430,2870,1700,8880,23650,5730,36150
2020-09-17,36750,1410,5290,82200,2195,32250,2925,7520,6095,8110,1415,1745,18500,1005,1595,17750,705,2255,46250,4015,27100,5070,4590,6290,5060,5060,3865,10800,894,27100,865,1140,2440,10400,4680,1015,1675,2440,3085,3715,4205,2625,620,9470,17100,2485,1305,1405,10550,7160,2825,1650,8550,23300,5740,35400
2020-09-18,37050,1370,5330,83700,2215,32100,2900,7470,6233,8190,1275,1720,19000,1005,1605,17800,702,2265,45850,4145,26900,5070,4700,6310,5140,5100,3920,10600,891,27400,879,1180,2470,10900,4630,1010,1685,2440,2970,3608,3805,2580,620,9550,16700,2485,1285,1205,10200,7400,2795,1620,8670,23850,5560,35250
2020-09-21,37000,1465,5220,84500,2180,30600,2855,7380,5967,8290,1275,1725,18150,1005,1605,17600,690,2285,44500,4555,24700,4965,3995,6180,5020,4880,3900,10350,875,26600,850,1150,2435,10550,4450,995,1665,2440,2930,3383,3570,2530,620,9340,16050,2485,1205,1135,10150,7240,2730,1545,8130,22800,5390,33500
2020-09-22,35550,1550,4995,81300,2105,29500,2715,7340,5636,7860,1360,1660,17350,1005,1620,16950,668,2110,44700,4585,24500,4620,4000,6240,4815,4720,4090,10250,829,25400,789,1095,2390,10700,4290,959,1615,2440,2850,3411,3470,2430,620,8870,15250,2485,1145,1475,9390,6940,2710,1495,8170,21900,5260,32200
2020-09-23,36900,1425,5110,83600,2160,30650,2740,7300,5838,9390,1275,1620,17850,1005,1875,17400,669,2205,45800,4610,25350,4710,4000,6200,5010,4585,4200,10250,854,25300,772,1075,2410,10600,4350,938,1620,2440,2845,3416,3395,2525,620,8900,16400,2485,1150,1595,11000,6840,2760,1450,8200,23150,5720,32250
2020-09-24,35500,1225,5010,84300,2055,29700,2670,7070,5719,8900,1385,1620,17250,1005,2435,16700,650,2160,43350,4615,24200,4465,4495,5840,4815,4355,4260,9750,970,23600,729,1060,2350,10050,4225,939,1585,2440,2700,3233,3350,2420,620,8400,15900,2485,1100,1450,10750,6700,2660,1355,8180,23050,5380,31500
2020-09-25,34850,1160,5010,82900,2035,29950,2755,7080,6765,7970,1400,1620,16600,1005,1885,16700,650,2025,43850,4280,24050,4535,4845,5790,4830,4465,3950,9940,924,23500,799,1030,2410,10350,4285,950,1590,2440,2810,3233,3240,2415,620,8350,15750,2485,1130,1450,11300,6880,2540,1275,8600,23500,5240,30700
2020-09-28,37950,1185,5110,82500,2115,31700,2790,7160,6765,8200,1395,1655,17150,1005,2280,17050,665,2065,44450,4335,25100,4690,4595,5900,5060,4475,4210,10550,943,24550,763,1025,2475,11050,4510,971,1620,2440,2950,3341,3420,2500,620,8740,15900,2485,1185,1460,14650,7040,2560,1305,8870,24650,5320,32200
2020-09-29,37500,1290,5090,84000,2150,31400,2870,7260,7114,10650,1400,1670,17800,1005,2310,17150,703,2055,44950,4685,25050,4775,4595,6130,5150,4700,4335,10500,946,25000,771,1000,2425,11850,4675,984,1605,2440,2940,3430,3530,2505,620,8830,16600,2485,1260,1460,14250,7260,2680,1350,8700,24550,5350,32000
2020-10-05,37450,1300,5150,83200,2190,31400,2910,7300,6885,11200,1605,1700,18050,1005,2465,17550,710,2365,45550,4705,24450,4765,4595,6220,5210,4600,4455,10450,1190,24900,785,991,2440,11350,4760,1010,1640,2440,2925,3448,3590,2540,620,8960,16200,2485,1280,1460,14800,7520,2735,1370,8930,24400,5420,35150
2020-10-06,37100,1280,5150,83000,2205,31800,2940,7570,6977,11600,1650,1705,17350,1005,2345,17550,708,2310,47100,4650,24850,4690,4595,6360,5110,4605,4395,10250,1350,25150,789,996,2455,11200,4900,1015,1660,2440,2920,3448,3640,2550,620,9030,15800,2485,1285,1530,15150,7570,2750,1380,8790,24350,5470,36200
2020-10-07,36950,1300,5200,83400,2220,31900,3170,7540,7977,12300,1650,1705,17550,1005,2370,18600,714,2505,47200,5100,25200,4695,4595,6270,5200,4695,4335,10350,1545,26050,780,1005,2475,11150,4900,1030,1665,2440,2945,3505,3775,2565,620,8860,15850,2485,1295,1475,14800,7720,2760,1465,8730,25250,5590,36650
2020-10-08,36500,1385,5200,82900,2235,31500,3105,7480,8041,11850,1880,1760,17150,1005,2570,18450,825,3255,47350,4980,24800,4840,4500,6230,5230,4650,4510,10700,1590,26000,830,992,2505,11150,5500,1040,1700,2440,2905,3486,3810,2600,620,8910,15700,2485,1285,1495,15450,7960,2795,1475,8740,24550,5500,38850
