Date,DB하이텍,KEC,SFA반도체,SK하이닉스,광전자,네패스,다믈멀티미디어,덕산하이메탈,동운아나텍,라닉스,럭스피아,루멘스,미코,바른전자,비보존 헬스케어,서울반도체,시그네틱스,신성이엔지,실리콘웍스,써니전자,아나패스,아이앤씨,아이케이세미콘,아진엑스텍,알에프세미,알파홀딩스,앤씨앤,어보브반도체,에스엘바이오닉스,에이디테크놀로지,에이티세미콘,엔시트론,엘디티,엘비세미콘,오디텍,우리이앤엘,윈팩,유양디앤유,이미지스,일진디스플,제주반도체,지니틱스,지스마트글로벌,코아시아,큐에스아이,크로바하이텍,클라우드에어,테라셈,텔레칩스,티엘아이,파커스,피델릭스,하나마이크론,하나머티리얼즈,한양디지텍,현대에너지솔루션
2020-10-12,37350,1405,5240,85500,2235,31550,3085,7330,8188,12500,1600,1775,17600,1005,2700,18550,841,3285,47500,4980,24450,4780,4500,6000,5650,4635,4875,11100,1535,25500,866,989,2530,11150,5490,1025,1755,2440,2770,3823,3940,2620,620,9410,16650,2485,1340,1540,16400,7850,2765,1475,8890,24100,5450,38000
2020-10-13,37400,1380,5270,88200,2250,31600,3130,7700,8289,12300,1415,1780,17700,1005,2640,20150,840,3410,48950,4855,24000,4720,4500,5950,7340,4570,5310,11150,1575,25850,847,976,2515,11550,5850,997,1775,2440,2875,3870,3935,2635,620,9950,16600,2485,1300,1730,16550,7860,2715,1440,8990,24450,5520,36200
2020-10-14,36150,1790,5130,86500,2265,30500,3100,7690,8996,11800,1380,1705,17850,1005,2650,19400,880,3440,49050,4760,23650,4615,5000,5850,7300,4460,5130,10700,1760,25350,853,925,2545,11050,5640,1010,1790,2440,2995,4029,3735,2590,620,9720,17200,2485,1305,1600,16100,7840,2730,1470,8720,23350,5520,35900
2020-10-15,35850,2120,5030,87100,2230,29800,3230,7410,8721,11350,1535,1720,17300,1005,2665,18850,865,3285,48350,4815,22900,4450,4250,5740,6760,4380,5110,10350,1610,24350,858,883,2530,10500,5560,1000,1775,2440,3035,3917,3780,2525,620,9500,17750,2485,1545,1580,15400,7670,2670,1410,8280,23050,5440,35200
2020-10-16,36100,2110,5030,85300,2250,30000,3140,7290,8308,11050,1370,1675,16100,1005,2575,18350,859,3135,47500,4685,21100,4365,4250,5750,6270,4335,5070,10150,1560,24200,904,985,2475,10600,5320,970,1695,2440,2880,3692,3700,2455,620,9260,16950,2485,1560,1550,14600,7400,2640,1385,8220,22900,5370,34400
2020-10-19,35300,2740,5020,86700,2300,29300,3125,7260,8069,11350,1565,1690,14900,1005,2385,18400,827,2985,47050,4630,20600,4240,4875,5560,6210,4215,5140,10050,1700,23300,888,983,2440,10150,5270,1000,1715,2440,2885,3767,3625,2450,620,9020,16600,2485,1440,1480,14250,7200,2775,1360,8110,22350,5370,33250
2020-10-20,35000,2320,5040,85200,2285,29750,3060,7220,8638,11050,1345,1730,15600,1005,2470,18700,784,3055,48100,4475,20750,4130,4145,5560,6050,4215,4920,10200,1660,22750,851,991,2445,10350,5150,989,1950,2440,2785,3734,3600,2440,620,9140,16850,2485,1390,1410,14200,7320,2755,1340,8130,22100,5420,34150
2020-10-21,34950,2160,5060,83800,2675,29950,3145,7340,8308,10600,1300,1765,16000,1005,2425,19100,803,3065,48150,4485,20350,4290,4145,5720,6300,4315,4685,10250,1610,24100,830,991,2490,10250,5220,1005,1945,2440,2795,3711,3780,2465,620,9400,16650,2485,1350,1425,13400,7290,3095,1355,8150,22150,5430,35800
2020-10-22,33550,2075,4970,83300,2725,29150,3120,7420,7968,9800,1280,1705,14950,1005,2315,18150,774,2950,47350,4375,20000,4130,4145,5790,5900,4245,4250,10300,1500,23150,842,981,2495,9690,5080,999,1935,2440,2695,3617,3670,2430,620,8990,16150,2485,1325,1415,13150,7320,3095,1335,7750,21850,5400,34300
2020-10-23,32450,1905,4945,83900,2625,28700,3110,7330,7959,9670,1275,1695,14650,1005,2155,18200,747,3055,45750,4410,20650,4130,4145,5760,6000,4330,4330,10200,1540,22800,836,990,2535,9460,5010,998,1820,2440,2880,3589,3655,2400,620,8950,15950,2485,1325,1420,12750,7270,2850,1340,7690,21550,5390,35100
2020-10-26,31050,1910,4880,83200,2365,27200,3050,7140,7766,9250,1140,1645,13800,1005,2200,18650,733,2890,44950,4270,19800,3885,4725,5460,5470,4110,3990,9670,1580,21500,849,984,2520,8990,5030,972,1850,2440,2830,3476,3385,2300,620,8560,15100,2485,1240,1605,12100,7270,2840,1300,7140,20500,5220,32800
2020-10-27,31550,1980,4880,82600,2325,27550,3050,7070,8005,9560,1200,1645,14300,1005,2120,18000,702,2715,45900,4175,20150,3795,4725,5340,5370,4115,3950,9600,1570,23150,832,995,2595,9160,4900,962,1855,2440,2900,3467,3450,2295,620,8490,15150,2485,1250,1830,12250,7320,2815,1285,7340,21100,5150,33200
2020-10-28,32650,2010,4980,82900,2375,28700,3110,7290,8409,9730,1375,1625,13900,1005,2155,18350,714,3050,47300,4270,20600,3935,4725,5540,5480,4220,4145,9770,1630,24400,800,1055,2540,9490,5090,976,1865,2440,2845,3565,3620,2355,620,8700,15650,2485,1295,1705,12950,7300,2930,1340,7650,21800,5230,35600
2020-10-29,33400,1955,5040,81700,2405,29150,3050,7300,8308,9500,1220,1665,14900,1005,2095,18400,701,3140,47350,4205,20500,3985,4725,5440,5310,4265,4145,9640,1645,24300,792,1200,2515,9580,5180,1000,1815,2440,2790,3570,3600,2355,620,8550,15450,2485,1350,1985,12750,7150,2985,1340,7630,22050,5150,36150
2020-10-30,31950,2010,4915,79900,2345,28500,3030,7470,8454,9970,1130,1650,15100,1005,1990,17450,693,2990,45500,4305,20250,3910,4020,5490,5260,4155,4220,9430,1650,23300,792,1160,2505,9100,5030,973,1720,2440,2650,3505,3500,2355,620,8430,15100,2485,1260,1850,12450,7120,2805,1290,7250,21500,5070,33850
2020-11-02,32100,2055,4965,79600,2285,28500,3030,7460,8702,10400,1200,1720,14750,1005,2085,17800,700,3065,45850,4390,20800,4000,4020,5490,5400,4190,4335,9470,1825,23900,843,1155,2560,9000,5100,979,1740,2440,2585,3486,3705,2320,620,8470,15100,2485,1250,2030,12450,7190,2855,1305,7440,21500,5030,35500
2020-11-03,32900,2080,4995,81400,2265,28850,3090,7530,8583,10450,1375,1735,15150,1005,2105,18100,718,3090,47050,4395,21250,4140,3430,5720,5410,4230,4330,9730,1845,24250,876,1220,2580,9320,5380,987,1760,2440,2585,3589,3650,2330,620,8520,15350,2485,1305,2245,12500,7320,3000,1330,7900,22550,5080,36900
2020-11-04,35500,1990,5070,83200,2285,29500,3130,7540,9271,10500,1415,1745,14500,1005,2085,17900,727,2825,47000,4440,22750,4180,3270,5740,5470,4245,4390,10050,1675,25150,871,1190,2545,9700,5250,979,1795,2440,2610,3570,3760,2320,620,8670,15950,2485,1300,2600,12800,7480,2965,1385,8000,23800,5130,33600
2020-11-05,35700,2110,5090,86100,2330,29650,3150,7600,9317,10850,1625,1865,15750,1005,2035,18300,716,3055,48450,4510,22950,4190,2815,5730,5650,4325,4405,10150,1775,25050,866,1195,2555,9720,5360,979,1800,2440,2605,3772,3780,2480,620,8790,15900,2485,1380,2585,13100,7490,2940,1405,8120,24100,5220,35900
2020-11-06,34950,2145,5060,86300,2270,30450,3130,7590,8950,10900,1385,1835,15350,1005,1990,18000,705,3125,47150,4610,22950,4125,2425,5760,5520,4285,4335,9970,1750,24600,843,1220,2540,9600,5280,985,1785,2440,2580,3739,3755,2420,620,8740,15800,2485,1430,2705,13050,7710,2955,1410,8040,24150,5250,36200
2020-11-09,35000,2355,5120,86000,2305,30350,3080,7650,8803,11100,1380,1855,15600,1005,2140,18050,721,4055,47750,4615,23300,4160,2785,5740,5790,4415,4365,10100,1795,24600,855,1220,2615,9730,5310,1005,1820,2440,2635,3847,3915,2440,620,8840,15900,2485,1465,2605,13700,7950,3065,1435,8110,24150,5290,42650
2020-11-10,34150,2270,5030,86500,2420,29600,3040,7680,8776,11400,1365,1930,15300,1005,2140,18550,720,4090,46950,4485,23200,4065,3195,5720,5730,4400,4370,10000,1750,24550,834,1180,2625,9520,5320,1055,1805,2440,2615,3879,3920,2475,620,8770,15650,2485,1460,2685,14450,7850,3045,1450,7990,23400,5290,41700
2020-11-11,34300,2165,5010,87000,2425,29600,3100,7740,8601,11100,1320,1875,14800,1005,2035,18100,735,3765,47600,4445,23650,4005,3665,5600,5600,4395,4360,10050,1750,24500,815,1140,2600,9300,5360,1055,1780,2440,2620,3837,3865,2450,620,8790,15700,2485,1430,2785,14350,7650,3005,1410,7920,22850,5280,39050
2020-11-12,33800,2055,5020,88100,2490,29150,3090,7930,8555,10750,1320,1910,14500,1005,2030,18200,735,3805,48400,4535,24150,4060,3665,5580,5690,4435,4225,10700,1745,24350,815,1120,2630,9330,5460,1100,1800,2440,2675,3767,3835,2450,620,8720,15350,2485,1410,2700,13750,7690,3005,1405,7810,23200,5300,38900
2020-11-13,34550,2105,5020,89700,2450,30000,3050,7540,8418,10450,1420,1960,14750,1005,2045,17950,733,3740,48300,4375,23550,3985,3665,5600,5690,4370,4250,10650,1800,24750,814,1060,2695,9830,5300,1070,1845,2440,2635,3865,3850,2400,620,8640,15150,2485,1465,2700,12950,7660,3030,1415,7800,23050,5380,38450
2020-11-16,34700,2080,5350,98000,2400,31450,3070,7570,8335,10550,1405,2130,15200,1005,2035,18350,752,3775,51200,4340,23200,4210,4190,5700,5660,4420,4240,10900,1670,26000,802,1040,2715,10350,5310,1015,1865,2440,2600,4128,3850,2460,620,8890,15300,2485,1425,2475,12650,7800,3000,1410,8710,25150,5500,39150
2020-11-17,34000,2150,5330,98100,2425,30500,2985,7500,8170,11200,1470,2115,15000,1005,1975,18150,743,3740,48600,4240,23100,4110,4305,5400,5490,4330,4160,10800,1850,25150,761,1010,2765,10250,5210,1030,1865,2440,2485,4076,3770,2430,620,8780,15100,2485,1385,2475,12950,7810,2950,1410,8370,24800,5350,38650
2020-11-18,33750,2110,5310,98000,2360,30900,3005,7480,8500,11200,1580,2160,15000,1005,2000,18400,750,3790,48850,4320,23250,4095,4735,5400,5530,4405,4110,10900,1870,25200,789,997,2950,10200,5320,1035,1830,2440,2475,4086,3760,2440,620,8700,15100,2485,1390,2415,12900,7820,2985,1420,8340,24900,5370,40400
2020-11-19,33900,2095,5370,98200,2325,31800,3010,7490,8601,11150,1355,2325,14850,1005,2000,18350,767,3835,50200,4230,26100,4055,4730,5400,5510,4515,4150,10950,1890,25350,900,1005,3095,10250,5280,1075,1810,2440,2480,4081,3840,2435,620,8650,15100,2485,1465,2300,13000,7600,2980,1435,8460,25700,5410,39950
2020-11-20,34000,2090,5380,96800,2385,32150,3045,7500,8950,11450,1215,2470,15050,1005,2155,19050,770,3810,49500,4255,24750,4190,4730,5430,5640,4505,4225,11050,2090,25350,950,1010,3390,10750,5350,1090,1850,2440,2570,4292,3815,2455,620,8730,15300,2485,1460,2380,13100,7550,3010,1460,8380,25150,5400,39850
2020-11-23,34750,2075,5420,100000,2415,32100,3005,7550,8721,11450,1360,2500,14900,1005,2220,19150,765,3770,49500,4250,24200,4170,5000,5420,5630,4450,4175,11050,2110,25850,919,1005,3160,10800,5310,1415,1825,2440,2505,4385,3795,2470,620,8770,15050,2485,1415,2150,13250,7550,2965,1450,8540,25600,5400,39050
2020-11-24,34700,2695,5400,98600,2430,32700,3025,7820,8427,11650,1525,2500,15550,1005,2155,18600,788,3825,49350,4295,25000,4185,5010,5490,5720,4915,4420,11150,1790,26800,920,996,3240,10850,5430,1390,1835,2440,2585,4432,4025,2475,620,8930,15200,2485,1545,2500,13750,7370,3020,1495,8440,25350,5390,40000
2020-11-25,36600,2725,5230,97200,2350,31650,2945,7570,8583,11200,1735,2590,15050,1005,2290,18350,766,3740,48950,4225,24550,4100,5340,5470,5520,4930,4205,11000,1875,25800,880,1095,3215,11100,5250,1465,1795,2440,2585,4310,3860,2425,620,9180,14900,2485,1445,2505,12850,7340,3110,1410,8210,24550,5330,39100
2020-11-26,37300,2745,5270,99400,2320,31900,2875,7610,8491,11150,1490,2850,14900,1005,2255,18450,762,3840,48350,4205,24250,4035,5420,5470,5850,4835,4370,11400,1785,26250,869,1055,3210,11350,5210,1455,1810,2440,2525,4404,3835,2475,620,9150,14800,2485,1425,2475,12900,7320,3025,1415,8320,25000,5360,39700
2020-11-27,36600,2795,5280,98800,2335,32600,2890,7440,8464,11100,1660,2450,15050,1005,2310,18750,762,3860,48450,4220,24400,4050,4610,5460,6070,4885,4330,11150,1895,26550,913,1030,3155,11700,5170,1510,1820,2440,2415,4479,3850,2540,620,9180,14900,2485,1405,2405,12950,7350,3010,1425,8460,24900,5350,40000
2020-11-30,35450,2750,5330,97500,2340,32100,2920,7440,8794,10900,1695,2650,15050,1005,2230,18750,785,4045,47000,4190,24800,3945,4610,5440,5880,4750,4235,11250,2080,26300,890,1070,3100,11600,5160,1465,1805,2440,2290,4142,3770,2520,620,9050,15050,2485,1460,2355,13050,7300,3000,1395,8350,24700,5330,39400
2020-12-01,35800,2790,5290,100500,2380,31500,2900,7530,8849,10700,1445,2695,14900,1005,2225,18600,775,3945,48100,4215,24200,3950,4610,5470,5970,4860,4215,11200,2250,26200,886,1145,3240,11400,5130,1455,1810,2440,2270,4034,3745,2500,620,8970,14900,2485,1420,2325,12900,7230,3030,1380,8300,24550,5340,39600
2020-12-02,36700,3220,5500,109000,2445,32300,2900,7680,9822,11000,1315,2900,14850,1005,2185,18600,784,3900,48250,4105,24050,3930,4610,5550,6020,4935,4280,11400,2370,26650,911,1080,3245,11150,5300,1480,1960,2440,2950,4310,3800,2575,620,8980,14750,2485,1465,2340,13250,7230,3120,1410,8460,25600,5350,39150
2020-12-03,35850,3210,5500,111500,2380,31550,2875,7670,9455,10700,1445,2865,14550,1005,2230,18900,779,3860,49750,4070,23650,3885,4300,5560,5900,4930,4165,11850,2370,26750,884,1105,3165,11000,5230,1460,1965,2440,2880,4343,3750,2555,620,8730,15750,2485,1450,2305,12950,7240,3140,1415,8400,24850,5480,38000
2020-12-04,34950,3050,5420,115000,2330,31650,2900,7690,9115,10400,1595,2775,13900,1005,2200,19100,761,3810,51600,4020,23000,3905,4300,5470,5740,5090,4050,12500,2355,26250,862,1065,3150,10950,5210,1390,1910,2440,2800,4235,3695,2510,620,8810,15800,2485,1445,2300,12250,7450,3175,1415,8200,24700,5400,36900
2020-12-07,35300,3100,5350,118000,2280,31200,2875,7470,8996,10200,1365,2730,13800,1005,2300,18900,750,3860,50800,3995,23750,3810,4590,5430,5930,4990,4000,12650,2310,25500,828,1085,3095,10900,5140,1400,1855,2440,2795,4095,3630,2510,620,8660,15850,2485,1470,2300,11750,7350,3110,1390,8030,24850,5380,37700
2020-12-08,35000,3040,5320,115000,2305,32500,2880,7460,8895,10200,1270,2665,14050,1005,2210,18900,763,3810,51000,4060,23650,3765,4590,5420,5760,4845,3980,13400,2195,25500,811,1080,3005,11200,5090,1420,1845,2440,2785,4071,3645,2475,620,8520,16150,2485,1450,2420,11800,7330,3055,1370,8040,24600,5420,37250
2020-12-09,35150,3045,5340,120500,2330,32400,2870,7730,8996,10100,1280,2690,14200,1005,2210,19350,775,3855,50000,4070,24700,3815,5210,5490,5870,4780,4045,15200,2140,25500,800,1080,2885,10900,5280,1380,1875,2440,2700,4104,3650,2475,620,8610,16100,2485,1450,2695,12100,7130,3125,1385,8180,25400,5450,37650
2020-12-10,35350,2960,5410,116500,2310,33500,2895,7920,9271,10400,1315,2630,14250,1005,2215,19550,782,3830,50600,4090,23800,3860,4430,5430,5780,4750,4060,15300,2020,25500,817,1090,2925,11050,5340,1435,1845,2440,2665,4221,3630,2520,620,8640,15950,2485,1445,2865,12300,7150,3080,1370,8240,25700,5460,38000
2020-12-11,35850,2920,5360,115500,2295,33600,2900,7880,9317,10450,1460,2645,14300,1005,2225,19700,779,3850,51500,4140,24000,3900,4430,5470,5770,4755,4015,15000,2120,25700,815,1070,3085,11000,5310,1410,1870,2440,2780,4385,3705,2500,620,8500,15750,2485,1515,3010,12550,7200,3035,1375,8610,25050,5430,37900
2020-12-14,35200,2820,5230,117000,2270,32850,2885,7750,9180,10150,1355,2520,14050,1005,2190,19400,772,3965,53100,4065,23600,3850,4430,6040,5670,4630,3975,15050,2190,25000,820,1060,3225,10700,5180,1450,1820,2440,2705,4507,3630,2455,620,8530,15600,2485,1570,2950,12050,7160,3050,1355,8420,24800,5350,37250
2020-12-15,34900,3010,5270,117500,2230,32900,2835,8700,9685,10200,1510,2805,14700,1005,2165,20300,772,3915,53100,4020,23600,3850,4430,6070,5550,4680,4025,15300,2140,25050,816,1025,3220,10800,5190,1430,1800,2440,2580,4835,3625,2430,620,8520,15900,2485,2040,2935,12250,7250,2990,1350,8520,24900,5390,37300
2020-12-16,34950,2985,5430,117500,2265,33900,2865,8980,10511,10350,1360,2905,14300,1005,2080,20350,828,3930,55300,4020,23250,3875,5030,6120,5580,4765,4000,15750,2200,25100,801,1005,3220,11000,5230,1480,1830,2440,2625,5538,3635,2440,620,8470,15900,2485,2050,2850,12350,7120,3000,1350,8780,25500,5400,39100
2020-12-17,36350,3000,5520,119500,2350,33800,2870,10600,10511,10300,1330,2995,14150,1005,2080,20400,810,3885,56500,4035,25100,4000,5690,6140,5560,4700,4030,17000,2200,27300,774,971,3195,11250,5200,1470,1815,2440,2565,5707,3705,2450,620,8560,15900,2485,1965,2770,12500,7110,3035,1330,8980,26950,5410,39050
2020-12-18,35600,3010,5450,118500,2350,33800,2845,10500,10694,10250,1425,2975,14250,1005,2035,19950,814,3800,56300,4050,25700,4220,5530,6160,5510,4760,3980,16250,2105,27750,823,966,3175,11400,5220,1430,1815,2440,2580,5547,3680,2490,620,8480,15700,2485,2030,2870,12550,7060,3025,1320,9100,27050,5400,38700
2020-12-21,36500,3060,5380,116000,2385,33700,3105,10350,10970,10050,1425,2900,14000,1005,2055,19250,798,3715,55200,4830,24000,4340,4710,6210,5550,4735,3860,16450,1930,27400,873,934,3110,12500,5200,1410,1785,2440,2540,5650,3620,2480,620,8580,15200,2485,1925,2880,12150,7640,2995,1305,9030,26750,5310,39150
2020-12-22,39000,2995,5290,112500,2310,33150,2960,9730,10740,10200,1425,2825,14200,1005,2000,18800,763,3420,53200,4555,23800,4115,4840,5980,5230,4615,3960,15750,2050,26850,842,920,3025,11850,5030,1390,1725,2440,2465,5604,3500,2410,620,8310,14950,2485,1830,2750,12850,7230,2925,1285,8540,26000,5220,37800
2020-12-23,40100,2935,5320,116000,2305,33650,3030,10050,10694,10400,1505,2790,14000,1005,1975,19450,794,3370,54900,4630,23650,4140,5540,6050,5250,4550,4240,15850,1930,28050,809,905,3150,11800,4975,1395,1735,2440,2440,5566,3500,2350,620,8200,15800,2485,1785,2425,12950,7280,2900,1280,8710,26200,5220,37600
2020-12-24,42950,2805,5430,118000,2330,34800,3120,10150,11429,10050,1305,2790,14000,1005,2010,19400,802,3305,54500,4710,23600,4170,5430,6020,5350,4555,4125,16200,1875,28600,819,902,3180,12550,5100,1495,1770,2440,2435,5772,3520,2365,620,8450,15400,2485,1775,2780,12450,7340,2920,1260,8900,26550,5170,37500
2020-12-28,46250,2720,5470,115500,2270,34800,3155,13150,11750,9650,1395,2840,14150,1005,1955,19400,790,3240,57000,5050,24350,4280,5240,5850,5610,4520,4030,16300,1685,28400,803,891,3160,13200,5080,1510,1790,2440,2615,5763,3490,2370,620,8330,15750,2485,1745,2730,12150,7510,2950,1240,9340,26500,5160,37300
2020-12-29,49150,2820,5570,116000,2315,35000,3500,13050,12100,9900,1500,2990,14650,1005,2040,19800,818,3285,56700,5050,25400,4315,4465,5740,5700,4555,4135,17700,1715,28500,847,870,3260,13600,5240,1545,1825,2440,2565,6288,3570,2440,620,8600,16300,2485,1895,2750,12450,7890,2880,1275,9380,27150,5310,39050
2020-12-30,51000,2935,5770,118500,2350,42500,3405,12800,12400,10300,1525,3115,15100,1005,2110,20550,853,3440,58200,5090,26950,4300,4990,6060,5800,4585,4315,17700,1605,30450,812,867,3265,14750,5260,1550,1860,2440,2565,6316,3745,2495,620,9490,16600,2485,1860,2630,13000,8200,2885,1305,11350,28600,5400,39850
